Employee_ID,Age,Years_of_Experience,Monthly_Working_Hours,Training_Hours_per_Year,Performance_Rating,Department_HR,Department_Operations,Department_Sales,Department_Tech,Job_Satisfaction_Level_Low,Job_Satisfaction_Level_Medium,Promotion_in_Last_2_Years_Yes,Attrition_Yes
E1041,22,15,140,6,4,False,False,False,True,False,True,False,False
E1042,40,1,168,9,4,False,True,False,False,False,False,False,False
E1043,48,0,163,38,4,False,False,False,False,True,False,False,False
E1044,27,22,163,21,4,True,False,False,False,False,True,False,True
E1045,28,25,247,13,3,False,False,False,True,True,False,False,False
E1046,55,10,142,27,3,False,False,False,False,True,False,False,False
E1047,34,0,248,41,5,False,False,False,True,False,False,False,False
E1048,37,10,244,21,5,False,True,False,False,True,False,False,False
E1049,56,23,155,31,3,False,False,True,False,False,True,False,False
E1050,24,9,174,10,3,False,False,False,False,False,True,False,True
E1051,22,13,229,13,4,True,False,False,False,True,False,True,True
E1052,26,13,135,30,3,False,True,False,False,False,False,False,True
E1053,24,6,208,43,2,False,False,False,False,False,True,False,False
E1054,49,22,137,3,3,True,False,False,False,False,True,True,False
E1055,38,21,157,44,1,False,False,False,False,False,True,False,False
E1056,46,26,139,21,3,False,True,False,False,False,True,False,False
E1057,54,1,138,28,4,False,False,False,False,False,True,False,True
E1058,30,18,132,34,3,False,False,False,True,True,False,False,False
E1059,56,6,136,12,5,False,True,False,False,False,False,False,False
E1060,34,11,149,19,5,False,False,False,False,False,True,False,False
E1061,51,2,162,18,4,False,False,True,False,True,False,False,False
E1062,35,4,167,14,5,False,False,False,False,False,False,False,False
E1063,28,7,162,25,3,False,False,False,True,False,True,False,False
E1064,34,13,212,19,3,True,False,False,False,False,True,False,True
E1065,43,6,233,35,4,True,False,False,False,True,False,False,False
E1066,41,6,185,5,3,True,False,False,False,False,False,False,False
E1067,36,31,238,14,3,False,False,True,False,False,False,False,False
E1068,38,7,172,3,3,False,False,False,True,False,True,False,False
E1069,44,11,191,5,4,False,True,False,False,False,True,False,True
E1070,46,9,197,1,4,True,False,False,False,False,True,False,False
E1071,45,13,193,35,4,False,False,False,True,True,False,False,False
E1072,49,8,191,49,4,False,False,False,False,False,True,False,False
E1073,35,29,132,14,4,False,False,True,False,True,False,False,False
E1074,21,4,178,11,3,False,False,False,True,False,False,True,False
E1075,45,0,151,39,2,False,False,False,True,True,False,False,False
E1076,27,0,202,43,4,False,True,False,False,False,True,False,False
E1077,29,19,239,40,1,False,False,False,True,False,True,False,False
E1078,44,10,173,6,5,False,True,False,False,True,False,False,False
E1079,21,25,121,21,4,False,False,True,False,False,True,True,False
E1080,28,2,237,7,4,False,False,True,False,False,True,False,True
E1081,44,5,156,41,5,False,False,False,False,False,True,False,False
E1082,31,10,216,10,3,False,True,False,False,True,False,False,False
E1083,37,7,222,1,1,False,True,False,False,False,True,False,False
E1084,28,28,233,29,3,True,False,False,False,False,False,True,True
E1085,55,9,120,3,3,True,False,False,False,False,True,False,False
E1086,55,33,247,24,3,False,False,False,False,False,True,False,False
E1087,53,23,222,20,3,False,False,True,False,True,False,True,False
E1088,25,16,176,24,4,True,False,False,False,False,True,False,False
E1089,59,31,189,8,3,False,False,False,True,False,True,False,False
E1090,48,10,163,7,3,False,False,True,False,False,True,False,False
E1091,27,33,195,4,3,False,False,False,True,True,False,False,False
E1092,29,23,204,45,3,False,True,False,False,True,False,False,False
E1093,28,4,185,27,2,False,False,True,False,False,True,False,False
E1094,32,28,172,1,3,False,False,False,False,True,False,False,False
E1095,54,33,137,20,4,False,True,False,False,False,True,True,False
E1096,53,15,147,48,3,False,True,False,False,False,True,False,False
E1097,43,24,161,7,1,False,False,False,True,False,False,False,False
E1098,44,7,245,33,3,False,True,False,False,True,False,False,False
E1099,57,28,236,22,3,True,False,False,False,True,False,False,False
E1100,55,24,221,14,4,False,False,True,False,False,True,False,False
E1101,42,22,157,26,5,True,False,False,False,True,False,False,False
E1102,47,33,169,1,4,False,False,False,True,True,False,False,False
E1103,55,2,179,27,3,False,False,False,True,False,True,False,True
E1104,21,29,238,10,3,False,False,True,False,False,True,True,False
E1105,55,33,218,45,2,False,True,False,False,False,False,False,False
E1106,57,31,213,20,3,False,False,False,False,False,False,False,False
E1107,34,28,187,41,3,False,False,False,True,False,True,False,False
E1108,23,8,183,31,4,False,False,True,False,True,False,False,False
E1109,21,1,198,31,2,False,False,False,False,False,True,False,False
E1110,25,6,172,6,3,False,True,False,False,False,True,False,False
E1111,46,4,145,21,3,False,False,False,True,False,True,False,False
E1112,34,7,140,13,4,False,False,True,False,False,False,False,False
E1113,59,31,190,12,2,False,False,True,False,False,True,False,False
E1114,47,17,201,20,3,False,False,True,False,False,True,False,False
E1115,29,17,179,21,1,False,False,False,True,True,False,False,False
E1116,35,15,218,33,3,False,False,False,False,False,False,False,True
E1117,35,20,166,9,1,False,False,True,False,False,True,False,False
E1118,46,9,143,0,2,False,True,False,False,True,False,False,False
E1119,33,3,129,0,2,False,False,True,False,True,False,True,False
E1120,52,7,239,23,3,False,False,False,False,True,False,False,False
E1121,59,18,207,2,3,False,False,False,True,True,False,False,False
E1122,52,8,223,30,4,False,False,True,False,False,True,False,False
E1123,24,29,243,42,2,False,False,True,False,True,False,True,False
E1124,50,16,153,40,1,False,True,False,False,False,False,False,False
E1125,57,14,160,12,3,False,True,False,False,False,False,True,True
E1126,43,3,130,3,4,False,False,True,False,False,True,False,True
E1127,59,5,120,22,3,False,False,True,False,False,True,True,False
E1128,35,15,201,5,3,False,True,False,False,False,True,False,False
E1129,49,25,145,33,4,False,False,False,False,True,False,False,True
E1130,56,22,172,40,3,True,False,False,False,True,False,False,False
E1131,33,12,244,17,3,True,False,False,False,False,True,False,False
E1132,52,16,128,35,2,False,False,True,False,False,False,False,True
E1133,27,26,128,25,1,False,True,False,False,False,False,False,False
E1134,42,21,248,32,5,False,False,False,True,False,False,False,False
E1135,48,18,178,32,3,False,False,False,True,False,True,False,False
E1136,22,34,225,24,3,True,False,False,False,False,False,True,False
E1137,26,12,244,16,5,False,False,False,False,False,True,False,False
E1138,48,13,135,2,4,True,False,False,False,True,False,False,False
E1139,48,30,157,21,3,False,False,True,False,False,True,False,False
E1140,40,1,178,48,4,False,False,False,False,False,False,False,False
E1141,50,13,148,34,4,False,False,False,True,True,False,False,False
E1142,31,8,127,3,4,False,True,False,False,True,False,False,False
E1143,48,9,217,27,1,False,True,False,False,True,False,False,False
E1144,45,6,228,12,3,False,False,True,False,True,False,False,True
E1145,59,27,227,29,3,True,False,False,False,True,False,False,True
E1146,53,24,176,46,1,False,False,True,False,False,True,False,False
E1147,21,27,195,11,3,False,True,False,False,False,False,False,False
E1148,47,1,232,2,3,False,False,False,True,False,False,False,False
E1149,33,16,125,20,2,False,True,False,False,False,False,False,False
E1150,23,3,243,39,3,False,False,False,False,True,False,False,False
E1151,59,12,172,0,3,False,True,False,False,True,False,False,False
E1152,26,17,128,17,3,False,True,False,False,True,False,True,False
E1153,28,2,188,12,4,False,False,False,False,False,False,False,False
E1154,47,32,193,6,4,True,False,False,False,True,False,False,False
E1155,29,23,230,12,5,False,True,False,False,False,True,False,True
E1156,57,7,206,16,3,False,False,True,False,True,False,False,False
E1157,53,34,123,44,4,False,True,False,False,True,False,False,False
E1158,44,1,156,31,4,False,False,True,False,True,False,False,False
E1159,35,32,190,28,4,False,False,False,False,False,True,False,True
E1160,52,11,125,44,4,False,True,False,False,True,False,False,True
E1161,52,21,170,29,3,False,False,False,False,True,False,False,False
E1162,44,12,218,10,3,False,False,False,False,False,True,False,False
E1163,32,9,215,13,4,True,False,False,False,False,True,False,False
E1164,59,16,130,9,4,False,True,False,False,False,True,False,False
E1165,22,4,129,7,4,False,False,True,False,False,False,False,False
E1166,23,8,132,30,2,False,False,True,False,False,True,False,False
E1167,57,12,240,5,3,False,True,False,False,True,False,False,True
E1168,37,22,179,18,3,True,False,False,False,False,True,False,True
E1169,22,29,124,18,4,True,False,False,False,False,True,False,False
E1170,22,3,131,11,4,True,False,False,False,False,True,False,False
E1171,48,20,204,38,3,False,False,True,False,False,False,False,False
E1172,43,8,236,49,4,False,False,False,False,False,False,False,False
E1173,57,6,241,17,1,True,False,False,False,False,True,False,True
E1174,52,15,160,2,3,False,False,True,False,True,False,False,False
E1175,53,22,167,8,3,False,False,True,False,False,False,True,False
E1176,21,22,170,5,4,False,False,False,False,False,True,False,True
E1177,39,30,237,0,4,False,True,False,False,False,True,False,False
E1178,22,4,215,41,3,False,True,False,False,False,False,False,False
E1179,46,5,195,39,3,True,False,False,False,False,True,True,True
E1180,52,0,165,28,3,True,False,False,False,False,True,False,False
E1181,26,27,219,48,3,False,False,False,False,False,True,False,False
E1182,52,17,157,34,5,True,False,False,False,True,False,False,False
E1183,24,23,211,34,4,False,False,False,False,False,True,False,False
E1184,31,12,249,29,3,False,False,True,False,False,True,False,False
E1185,37,32,212,34,3,True,False,False,False,True,False,False,True
E1186,58,9,196,38,2,False,False,True,False,False,True,False,False
E1187,44,6,132,21,3,False,False,False,True,False,True,False,False
E1188,25,31,176,42,4,False,False,False,False,False,True,True,True
E1189,54,21,235,27,1,False,False,False,True,False,False,False,True
E1190,26,15,214,17,4,True,False,False,False,True,False,False,False
E1191,42,23,249,31,3,False,False,True,False,False,True,False,False
E1192,31,13,198,4,5,True,False,False,False,False,True,False,False
E1193,36,10,176,33,1,False,False,False,True,False,True,False,False
E1194,53,18,214,30,4,True,False,False,False,False,False,False,False
E1195,29,22,176,45,4,False,True,False,False,True,False,False,False
E1196,26,33,226,32,2,False,False,False,True,False,True,False,False
E1197,36,12,198,3,3,True,False,False,False,False,True,False,False
E1198,49,27,133,13,4,False,False,True,False,False,True,False,False
E1199,23,15,146,14,3,True,False,False,False,False,True,False,False
E1200,40,27,157,19,3,False,False,True,False,False,True,False,False
E1201,56,3,246,19,5,False,True,False,False,True,False,False,False
E1202,39,27,123,48,1,True,False,False,False,False,True,False,False
E1203,46,11,177,34,3,False,True,False,False,False,True,False,False
E1204,23,15,232,3,4,False,False,False,True,False,True,False,False
E1205,39,19,123,17,3,False,False,True,False,False,True,False,False
E1206,40,25,171,23,3,False,False,False,True,False,True,False,False
E1207,52,25,218,26,3,False,False,True,False,True,False,False,False
E1208,27,21,212,32,4,False,True,False,False,True,False,False,False
E1209,53,8,236,24,3,False,False,False,False,True,False,False,False
E1210,59,4,123,4,4,True,False,False,False,False,False,False,False
E1211,38,16,204,17,3,False,True,False,False,False,False,True,False
E1212,21,33,126,44,4,False,False,True,False,False,False,True,False
E1213,31,1,244,45,3,False,False,True,False,False,False,False,False
E1214,48,6,204,19,5,False,False,True,False,True,False,False,False
E1215,45,12,182,34,1,False,False,True,False,False,True,False,False
E1216,43,19,242,5,3,True,False,False,False,False,False,False,False
E1217,51,29,208,26,2,False,False,False,True,False,True,True,False
E1218,50,29,214,27,3,False,False,False,False,True,False,False,False
E1219,55,10,238,10,2,True,False,False,False,False,True,False,False
E1220,27,30,163,8,4,False,False,True,False,True,False,False,False
E1221,36,2,221,27,4,True,False,False,False,True,False,False,True
E1222,46,1,164,18,2,False,True,False,False,False,True,False,True
E1223,22,2,236,38,2,False,False,True,False,False,False,False,False
E1224,21,14,170,20,4,False,False,False,False,False,True,False,False
E1225,32,16,184,30,3,False,False,True,False,False,True,False,False
E1226,25,6,173,41,3,False,False,False,False,False,True,False,False
E1227,57,4,191,6,2,False,False,False,False,False,False,False,False
E1228,52,33,239,36,3,False,False,False,True,True,False,False,False
E1229,29,32,138,24,2,False,False,False,True,False,True,False,False
E1230,55,15,129,27,4,True,False,False,False,True,False,False,True
E1231,39,2,135,35,3,True,False,False,False,False,True,True,False
E1232,36,20,227,16,4,False,False,False,False,True,False,False,False
E1233,23,7,135,25,3,False,False,True,False,False,False,False,False
E1234,40,21,199,27,3,False,True,False,False,True,False,False,False
E1235,44,4,147,36,3,False,True,False,False,True,False,False,False
E1236,53,16,128,16,5,False,False,True,False,False,True,False,False
E1237,44,13,223,48,3,False,False,True,False,False,True,False,False
E1238,31,27,164,16,2,False,False,False,True,False,True,True,True
E1239,28,30,228,32,3,False,True,False,False,True,False,False,False
E1240,56,16,149,33,1,False,False,False,False,True,False,True,False
E1241,58,34,167,22,1,True,False,False,False,False,True,False,False
E1242,40,21,210,29,3,False,False,False,True,False,True,False,True
E1243,55,28,210,26,3,False,True,False,False,False,False,False,True
E1244,45,9,193,8,5,False,False,True,False,False,True,False,False
E1245,55,17,163,19,2,False,True,False,False,False,True,True,True
E1246,45,34,236,22,4,False,False,False,False,False,True,False,False
E1247,49,15,143,46,3,False,False,False,True,False,True,False,True
E1248,38,6,126,18,2,False,False,True,False,False,False,False,False
E1249,38,29,125,36,5,False,False,False,False,True,False,False,True
E1250,22,18,237,44,4,True,False,False,False,False,True,False,False
E1251,55,22,204,3,3,False,False,False,True,False,True,False,True
E1252,36,7,229,12,4,False,False,False,False,False,True,False,True
E1253,56,16,150,37,5,False,False,False,False,False,True,False,False
E1254,53,20,183,11,3,False,False,True,False,True,False,False,True
E1255,24,25,195,8,2,True,False,False,False,True,False,False,True
E1256,53,27,175,14,1,False,False,False,False,True,False,False,True
E1257,34,32,182,20,4,False,False,False,True,False,False,True,True
E1258,41,18,224,14,4,False,False,False,False,False,False,True,False
E1259,40,28,157,48,4,False,True,False,False,True,False,False,False
E1260,28,19,173,4,2,False,False,False,True,True,False,False,False
E1261,27,19,249,4,5,False,False,False,True,True,False,False,False
E1262,23,9,121,24,3,False,False,False,False,True,False,False,True
E1263,37,11,159,23,3,False,False,True,False,False,True,False,False
E1264,53,32,121,36,1,False,False,False,True,True,False,False,True
E1265,32,24,224,30,5,False,True,False,False,False,True,False,False
E1266,42,24,244,45,3,False,False,True,False,False,True,False,True
E1267,42,3,199,33,3,False,False,True,False,True,False,True,False
E1268,50,3,166,40,5,False,False,True,False,False,True,False,False
E1269,58,8,210,13,5,False,False,False,True,False,True,False,False
E1270,58,14,220,26,2,False,False,True,False,True,False,False,False
E1271,28,25,249,46,5,False,False,False,False,False,True,True,False
E1272,47,14,134,3,4,False,False,True,False,True,False,False,True
E1273,47,25,168,22,1,False,True,False,False,True,False,False,False
E1274,54,27,231,37,2,True,False,False,False,True,False,False,False
E1275,41,6,154,45,3,False,True,False,False,False,False,False,False
E1276,50,31,235,4,3,False,False,False,True,False,True,False,False
E1277,53,11,213,26,4,False,False,True,False,False,True,False,False
E1278,48,34,143,42,2,False,False,True,False,False,False,False,False
E1279,53,31,179,13,4,False,False,False,False,True,False,False,False
E1280,25,8,196,6,4,False,False,True,False,False,False,False,False
E1281,39,13,167,45,3,False,True,False,False,False,True,False,False
E1282,24,12,160,44,5,False,False,False,True,False,True,False,True
E1283,55,32,247,17,4,True,False,False,False,False,True,False,False
E1284,37,31,150,31,2,False,False,True,False,False,True,False,True
E1285,48,18,143,1,4,True,False,False,False,False,False,False,False
E1286,50,29,128,40,5,False,False,True,False,False,False,True,False
E1287,49,15,196,42,2,False,False,False,True,True,False,False,False
E1288,26,11,239,19,5,False,True,False,False,True,False,False,True
E1289,55,9,209,28,1,False,False,False,True,True,False,True,False
E1290,57,1,236,42,3,True,False,False,False,True,False,False,False
E1291,44,17,229,25,4,False,False,True,False,False,True,False,False
E1292,49,12,240,37,4,True,False,False,False,True,False,False,False
E1293,51,28,217,0,4,False,True,False,False,False,True,False,True
E1294,55,23,134,4,3,False,False,False,True,False,True,False,False
E1295,53,11,171,13,4,True,False,False,False,False,False,False,False
E1296,41,28,174,24,4,True,False,False,False,True,False,False,True
E1297,52,21,156,47,3,False,True,False,False,True,False,False,False
E1298,43,0,174,8,3,False,False,True,False,True,False,False,False
E1299,53,33,131,29,4,True,False,False,False,False,False,False,True
E1300,23,33,156,18,3,False,True,False,False,False,True,True,False
E1301,38,32,126,39,3,False,False,True,False,False,False,False,True
E1302,45,3,174,7,1,False,False,True,False,False,False,False,False
E1303,51,29,147,15,4,False,False,False,True,False,False,False,False
E1304,23,19,156,49,2,False,True,False,False,True,False,False,True
E1305,44,25,194,7,3,False,False,True,False,False,True,False,False
E1306,52,14,233,22,2,False,False,False,True,False,False,False,False
E1307,42,6,225,8,1,False,False,False,False,True,False,False,False
E1308,43,6,229,31,3,False,True,False,False,False,True,False,False
E1309,22,28,203,36,3,False,False,False,False,False,True,False,False
E1310,47,22,130,33,3,False,False,True,False,False,True,False,False
E1311,22,33,185,45,2,False,True,False,False,False,False,False,False
E1312,46,19,132,17,5,False,False,False,True,False,True,False,True
E1313,37,14,134,44,1,False,False,True,False,False,True,False,True
E1314,53,32,175,43,4,False,True,False,False,False,True,False,True
E1315,29,16,172,14,4,False,True,False,False,False,True,False,True
E1316,59,19,180,14,2,False,False,False,False,False,True,False,True
E1317,49,12,247,28,3,False,False,True,False,False,False,True,True
E1318,46,23,161,22,5,False,False,False,True,False,False,False,True
E1319,55,6,148,22,3,False,False,False,True,False,True,False,False
E1320,45,7,163,0,2,False,False,True,False,False,True,False,True
E1321,44,22,232,21,3,False,False,True,False,True,False,True,True
E1322,33,13,225,6,3,True,False,False,False,True,False,False,False
E1323,27,3,157,44,4,False,False,False,False,True,False,False,False
E1324,56,20,234,31,5,False,False,True,False,False,True,True,False
E1325,40,9,249,27,1,False,False,True,False,True,False,False,False
E1326,21,21,228,49,3,True,False,False,False,True,False,False,False
E1327,28,29,203,31,3,True,False,False,False,True,False,False,False
E1328,36,29,165,32,5,False,True,False,False,False,True,False,False
E1329,34,15,211,42,3,False,False,False,True,True,False,False,False
E1330,32,10,224,12,4,False,False,False,False,False,True,False,True
E1331,43,21,191,27,3,False,True,False,False,False,True,False,False
E1332,35,28,148,8,4,False,False,True,False,False,True,False,False
E1333,48,24,166,47,3,True,False,False,False,False,False,False,False
E1334,54,13,230,42,5,False,False,False,True,True,False,False,False
E1335,22,13,126,2,3,False,True,False,False,False,False,False,False
E1336,52,1,236,16,4,False,False,False,True,False,True,False,True
E1337,43,12,183,33,3,True,False,False,False,True,False,False,False
E1338,42,2,201,31,4,False,True,False,False,False,True,True,False
E1339,45,29,183,8,3,False,True,False,False,False,False,False,False
E1340,42,17,211,40,1,False,False,False,True,False,True,False,True
E1341,42,20,131,47,3,True,False,False,False,True,False,False,False
E1342,26,18,131,0,3,False,False,True,False,False,False,False,False
E1343,35,15,155,48,2,False,True,False,False,False,True,False,False
E1344,57,27,148,41,2,False,False,True,False,False,True,False,False
E1345,53,3,204,19,3,True,False,False,False,False,False,False,False
E1346,28,14,193,4,3,False,True,False,False,False,True,False,False
E1347,25,0,166,39,3,False,True,False,False,True,False,False,False
E1348,59,15,200,44,3,False,False,True,False,False,True,False,False
E1349,24,19,240,20,2,False,False,False,False,False,False,False,True
E1350,26,32,162,4,2,False,False,True,False,True,False,False,False
E1351,52,16,193,3,4,False,False,True,False,True,False,False,False
E1352,50,4,172,7,2,False,False,False,False,True,False,False,False
E1353,55,4,158,24,4,True,False,False,False,True,False,True,True
E1354,36,12,226,6,3,True,False,False,False,True,False,False,False
E1355,33,29,156,36,5,False,True,False,False,False,False,True,False
E1356,50,3,216,41,1,False,False,False,True,False,False,True,False
E1357,39,22,168,31,4,False,False,False,True,True,False,False,False
E1358,37,20,247,16,3,False,True,False,False,False,True,False,False
E1359,39,20,129,27,1,False,False,False,True,False,True,True,False
E1360,48,5,159,5,3,False,False,True,False,True,False,False,False
E1361,46,23,225,41,3,False,False,True,False,True,False,False,True
E1362,57,30,160,47,3,False,False,False,False,True,False,False,False
E1363,46,18,121,41,3,False,False,False,False,False,True,False,False
E1364,43,11,172,35,5,False,True,False,False,False,True,False,False
E1365,29,13,145,1,3,False,True,False,False,True,False,False,False
E1366,32,11,173,30,3,False,True,False,False,True,False,False,False
E1367,21,14,170,0,4,False,False,True,False,False,False,False,False
E1368,21,18,233,2,4,False,False,False,True,False,True,False,False
E1369,54,27,136,12,1,False,True,False,False,False,True,False,False
E1370,52,4,239,30,4,False,True,False,False,False,False,False,False
E1371,45,4,165,28,3,False,False,True,False,True,False,False,False
E1372,21,5,174,43,2,False,False,True,False,False,True,True,False
E1373,36,22,169,32,3,False,False,True,False,False,True,False,True
E1374,59,2,194,9,1,False,False,False,True,False,True,False,False
E1375,25,32,130,37,3,False,True,False,False,False,False,False,True
E1376,42,20,167,8,3,True,False,False,False,False,True,True,False
E1377,49,19,240,0,3,True,False,False,False,True,False,False,True
E1378,23,0,175,43,3,False,True,False,False,True,False,False,False
E1379,32,16,127,36,4,False,True,False,False,False,True,False,False
E1380,46,28,133,31,3,False,True,False,False,False,True,False,False
E1381,36,7,233,32,4,False,True,False,False,True,False,False,False
E1382,57,25,173,1,4,False,False,False,True,False,True,False,False
E1383,42,27,136,45,4,True,False,False,False,False,False,False,False
E1384,49,33,128,1,4,False,False,False,False,True,False,False,False
E1385,34,25,241,4,2,True,False,False,False,False,False,False,True
E1386,48,12,233,9,3,True,False,False,False,True,False,False,False
E1387,25,12,139,37,3,False,False,True,False,False,True,False,False
E1388,50,24,202,36,3,False,True,False,False,False,True,False,False
E1389,25,22,140,1,2,False,True,False,False,False,True,False,False
E1390,32,21,152,40,3,False,True,False,False,True,False,False,False
E1391,36,20,145,41,5,False,False,True,False,False,False,True,False
E1392,46,29,227,39,3,False,False,False,True,True,False,False,False
E1393,46,10,208,24,3,False,False,False,True,False,True,False,False
E1394,41,3,211,37,1,False,False,False,False,False,True,False,True
E1395,59,32,152,36,4,False,False,False,True,False,True,False,False
E1396,56,11,137,17,3,False,False,False,True,False,True,False,False
E1397,53,8,137,26,2,False,True,False,False,False,True,False,False
E1398,50,31,152,19,5,True,False,False,False,True,False,False,False
E1399,57,10,146,49,4,False,False,False,True,False,True,False,False
E1400,43,23,168,33,4,False,False,False,True,True,False,False,False
E1401,30,6,227,43,5,False,False,True,False,True,False,True,False
E1402,25,7,187,7,3,False,False,False,False,False,True,False,False
E1403,56,32,218,3,4,False,False,True,False,False,True,False,False
E1404,54,24,138,29,2,False,True,False,False,True,False,False,False
E1405,51,0,144,35,4,True,False,False,False,False,True,False,False
E1406,30,2,223,8,1,False,False,False,False,False,True,False,False
E1407,39,27,195,40,2,False,False,True,False,False,True,False,True
E1408,52,32,195,11,3,False,False,False,True,False,True,False,False
E1409,21,0,225,13,1,False,False,False,True,False,False,False,False
E1410,25,26,152,34,3,False,False,False,False,False,True,False,True
E1411,24,34,156,5,3,False,False,False,True,False,True,False,False
E1412,36,9,211,46,3,False,False,True,False,True,False,False,True
E1413,44,11,243,22,2,False,False,True,False,False,True,False,False
E1414,36,9,162,3,2,False,False,False,True,False,True,True,True
E1415,22,33,245,0,3,False,False,False,True,False,True,False,False
E1416,48,23,128,8,4,False,True,False,False,False,False,False,False
E1417,52,27,133,47,1,True,False,False,False,True,False,True,True
E1418,47,21,188,8,3,False,False,False,False,False,True,False,False
E1419,40,15,145,43,4,False,False,True,False,True,False,False,False
E1420,44,12,246,45,1,False,False,False,False,False,True,False,False
E1421,32,22,172,14,3,False,True,False,False,False,False,False,False
E1422,55,13,160,23,3,False,False,True,False,False,True,False,False
E1423,53,31,201,47,5,False,True,False,False,False,True,False,False
E1424,53,2,221,7,2,False,True,False,False,False,True,False,False
E1425,57,26,140,27,3,False,False,False,True,True,False,False,False
E1426,32,18,240,41,4,False,False,False,False,True,False,False,False
E1427,23,21,158,45,3,False,False,False,False,False,True,False,False
E1428,21,0,188,16,3,False,False,False,True,False,True,True,False
E1429,53,4,194,34,1,False,False,False,False,False,True,False,False
E1430,30,32,181,30,5,False,False,False,True,True,False,False,False
E1431,49,18,164,3,4,False,False,True,False,False,True,False,False
E1432,33,5,146,47,3,False,True,False,False,False,False,False,False
E1433,32,14,235,13,1,False,True,False,False,True,False,False,True
E1434,51,32,160,24,1,False,False,False,False,False,True,False,False
E1435,22,23,225,45,3,True,False,False,False,False,True,False,False
E1436,55,26,193,47,3,False,True,False,False,False,False,False,False
E1437,43,10,179,39,3,False,False,False,True,False,True,False,False
E1438,37,22,161,49,3,True,False,False,False,False,True,False,False
E1439,46,32,241,6,4,True,False,False,False,False,True,False,False
E1440,28,28,130,30,3,False,True,False,False,True,False,False,False
E1441,49,30,237,34,3,False,True,False,False,False,True,True,True
E1442,46,0,184,37,4,False,True,False,False,False,True,False,True
E1443,30,33,166,19,3,False,False,False,True,False,True,False,False
E1444,46,17,133,15,4,True,False,False,False,True,False,False,False
E1445,54,17,186,21,2,False,False,False,False,True,False,True,False
E1446,27,5,228,35,4,False,False,False,True,True,False,False,False
E1447,24,0,129,18,5,False,False,True,False,False,True,False,False
E1448,31,29,243,1,3,False,True,False,False,False,False,False,False
E1449,49,3,136,3,3,True,False,False,False,True,False,False,False
E1450,56,31,216,33,1,False,False,False,True,True,False,False,False
E1451,45,9,176,6,3,False,False,True,False,False,False,True,False
E1452,41,4,190,46,3,False,False,False,True,False,True,True,False
E1453,56,8,216,48,1,False,False,False,True,False,False,False,True
E1454,30,4,136,13,4,False,False,False,False,True,False,False,False
E1455,57,10,195,42,4,False,False,False,False,False,False,True,False
E1456,29,34,136,31,5,False,False,False,True,False,False,False,False
